id,Attribute,Year
11015,Thriller,1997
11015,Horror,1997
11015,Mystery,1997
9932,Crime,2002
9932,Comedy,2002
13389,Action,2008
13389,Crime,2008
13389,Drama,2008
13389,Thriller,2008
8838,Action,1998
8838,Crime,1998
8838,Drama,1998
8838,Thriller,1998
17332,Drama,2009
4958,Fantasy,2000
4958,Drama,2000
786,Drama,2000
786,Music,2000
9513,Family,2006
9513,Comedy,2006
9513,Animation,2006
11679,Action,2005
11679,Crime,2005
11679,Adventure,2005
11679,Drama,2005
11679,Thriller,2005
11679,Mystery,2005
38321,Action,2011
38321,Fantasy,2011
38321,Science Fiction,2011
38321,Thriller,2011
38321,Horror,2011
14411,Adventure,2003
14411,Family,2003
14411,Animation,2003
8413,Science Fiction,1997
8413,Horror,1997
8413,Mystery,1997
10052,Drama,2002
9676,Drama,2006
9664,Action,2006
9664,Adventure,2006
9664,Drama,2006
9664,Romance,2006
9664,History,2006
9664,War,2006
2100,Action,2001
2100,Drama,2001
2100,Thriller,2001
10384,Science Fiction,2000
10384,Thriller,2000
10384,Horror,2000
137321,Fantasy,2014
137321,Drama,2014
137321,Romance,2014
137321,Mystery,2014
123553,Action,2013
123553,Fantasy,2013
123553,Adventure,2013
123553,Drama,2013
123553,Romance,2013
123553,Mystery,2013
11260,Adventure,2008
11260,Family,2008
11260,Science Fiction,2008
11260,Comedy,2008
9009,Drama,2005
9009,Thriller,2005
9009,Horror,2005
11374,Comedy,1999
2309,Fantasy,2008
2309,Adventure,2008
2309,Family,2008
8285,Action,2008
8285,Crime,2008
8285,Science Fiction,2008
8285,Thriller,2008
8285,Comedy,2008
210860,Adventure,2015
210860,Comedy,2015
2312,Action,2007
2312,Fantasy,2007
2312,Adventure,2007
2312,Drama,2007
9839,Adventure,2003
9839,Drama,2003
9839,Romance,2003
9839,War,2003
381902,Action,2016
381902,Fantasy,2016
381902,Adventure,2016
13922,Action,2005
13922,History,2005
13922,War,2005
293660,Action,2016
293660,Adventure,2016
293660,Comedy,2016
9713,Drama,1998
9713,Comedy,1998
190859,Action,2014
190859,War,2014
257445,Adventure,2015
257445,Comedy,2015
257445,Horror,2015
9007,Fantasy,2005
9007,Comedy,2005
9007,Romance,2005
889,Family,2000
889,Science Fiction,2000
889,Comedy,2000
889,Romance,2000
1370,Action,1988
1370,Adventure,1988
1370,Thriller,1988
1370,War,1988
4942,Drama,2008
4942,Comedy,2008
4942,Romance,2008
347969,Comedy,2015
347969,Western,2015
24438,Comedy,2009
116741,Comedy,2013
35791,Action,2010
35791,Adventure,2010
35791,Science Fiction,2010
35791,Horror,2010
72431,Action,2012
72431,Adventure,2012
72431,Drama,2012
72431,History,2012
72431,War,2012
1813,Drama,1997
1813,Thriller,1997
1813,Horror,1997
1813,Mystery,1997
87428,Comedy,2012
8840,Fantasy,1996
10589,Action,2004
10589,Crime,2004
10589,Drama,2004
10589,Comedy,2004
71676,Action,2011
71676,Fantasy,2011
71676,Thriller,2011
1722,Drama,2001
1722,Romance,2001
1722,History,2001
10022,Action,2005
10022,Family,2005
10022,Drama,2005
10022,Thriller,2005
10022,Comedy,2005
11358,Action,2004
11358,Adventure,2004
11358,Drama,2004
11358,Thriller,2004
13,Drama,1994
13,Comedy,1994
13,Romance,1994
6477,Fantasy,2007
6477,Family,2007
6477,Comedy,2007
6477,Animation,2007
6477,Music,2007
1597,Comedy,2000
1597,Romance,2000
10530,Adventure,1995
10530,Family,1995
10530,Drama,1995
10530,Animation,1995
1924,Action,1978
1924,Fantasy,1978
1924,Adventure,1978
1924,Science Fiction,1978
9327,Fantasy,1996
9327,Science Fiction,1996
9327,Comedy,1996
9327,Romance,1996
8488,Drama,2005
8488,Comedy,2005
8488,Romance,2005
10603,Adventure,1997
10603,Family,1997
10603,Comedy,1997
10603,Romance,1997
8273,Comedy,2003
8273,Romance,2003
109424,Action,2013
109424,Drama,2013
109424,Thriller,2013
35056,Comedy,2010
8839,Fantasy,1995
8839,Family,1995
8839,Comedy,1995
156022,Action,2014
156022,Crime,2014
156022,Thriller,2014
7303,Drama,2002
7303,Comedy,2002
7303,Romance,2002
8963,Action,1995
8963,Drama,1995
8963,Thriller,1995
1402,Drama,2006
9315,Drama,2005
9315,Thriller,2005
9315,Mystery,2005
8984,Crime,1994
8984,Drama,1994
8984,Thriller,1994
8984,Romance,1994
8984,Mystery,1994
795,Fantasy,1998
795,Drama,1998
795,Romance,1998
24,Action,2003
24,Crime,2003
11353,Comedy,1999
393,Action,2004
393,Crime,2004
393,Thriller,2004
9618,Action,1989
9618,Adventure,1989
9618,Comedy,1989
9374,Fantasy,1992
9374,Comedy,1992
8584,Action,2000
8584,Adventure,2000
8584,Comedy,2000
8584,Western,2000
2320,Action,1996
2320,Adventure,1996
2320,Drama,1996
2320,Thriller,1996
58224,Family,2011
58224,Comedy,2011
1729,Action,2008
1729,Fantasy,2008
1729,Adventure,2008
175574,Family,2013
175574,Comedy,2013
175574,Animation,2013
8077,Action,1992
8077,Science Fiction,1992
8077,Horror,1992
8818,Drama,1996
8818,History,1996
8818,Music,1996
8195,Action,1998
8195,Crime,1998
8195,Adventure,1998
8195,Thriller,1998
10586,Adventure,1996
116149,Family,2014
116149,Comedy,2014
80035,Comedy,2012
10632,Action,2003
10632,Crime,2003
10632,Drama,2003
10632,Thriller,2003
12117,Drama,1999
12117,Thriller,1999
12117,Mystery,1999
1792,Comedy,2003
13260,Comedy,2008
72197,Adventure,2012
72197,Family,2012
72197,Comedy,2012
72197,Animation,2012
3580,Crime,2008
3580,Drama,2008
3580,Mystery,2008
12123,Action,1996
12123,Drama,1996
12123,Science Fiction,1996
12123,Thriller,1996
9566,Drama,1996
9566,Thriller,1996
9566,Mystery,1996
9833,Drama,2004
9833,Thriller,2004
9833,Romance,2004
4517,Drama,2007
4517,Romance,2007
4517,History,2007
8202,Action,2005
8202,Science Fiction,2005
16072,Drama,2003
16072,History,2003
16072,War,2003
34314,Action,1997
34314,Crime,1997
34314,Thriller,1997
19724,Comedy,2009
145220,Crime,2014
145220,Adventure,2014
145220,Family,2014
145220,Comedy,2014
14623,Action,2004
14623,Fantasy,2004
14623,Adventure,2004
14623,Family,2004
14623,Science Fiction,2004
14623,Comedy,2004
42297,Drama,2010
42297,Romance,2010
2841,Drama,2004
802,Drama,1962
802,Romance,1962
10375,Action,2002
10375,Thriller,2002
36586,Action,2002
36586,Fantasy,2002
36586,Thriller,2002
36586,Horror,2002
11321,Drama,2008
70074,Action,2013
70074,Crime,2013
70074,Thriller,2013
242,Crime,1990
242,Drama,1990
242,Thriller,1990
9621,Drama,2005
9621,Comedy,2005
9621,Romance,2005
1819,Comedy,2006
1819,Romance,2006
8536,Action,1980
8536,Fantasy,1980
8536,Adventure,1980
8536,Science Fiction,1980
8046,Drama,2003
1717,Drama,2006
1717,Thriller,2006
479,Action,2000
479,Crime,2000
479,Adventure,2000
479,Thriller,2000
9444,Family,1997
9444,Animation,1997
824,Drama,2001
824,Romance,2001
824,Music,2001
11456,Crime,2001
11456,Thriller,2001
11456,Mystery,2001
261023,Crime,2015
261023,Drama,2015
3683,Drama,2006
3683,History,2006
3683,War,2006
22803,Crime,2009
22803,Drama,2009
22803,Thriller,2009
285923,Action,2007
285923,Thriller,2007
285923,Horror,2007
39437,Drama,1998
39437,Thriller,1998
1950,Drama,2007
1950,Romance,2007
640,Crime,2002
640,Drama,2002
97630,Drama,2012
97630,Thriller,2012
97630,History,2012
9767,Comedy,2006
9767,Romance,2006
11631,Comedy,2008
11631,Romance,2008
32856,Comedy,2010
32856,Romance,2010
6519,Action,2005
6519,Adventure,2005
6519,Comedy,2005
8741,Drama,1998
8741,History,1998
8741,War,1998
49520,Comedy,2011
1850,Drama,1999
1850,Comedy,1999
1850,Romance,1999
524,Crime,1995
524,Drama,1995
26389,Action,2010
26389,Crime,2010
26389,Thriller,2010
11817,Action,2003
11817,Fantasy,2003
11817,Comedy,2003
2123,Comedy,2000
9907,Family,2006
9907,Comedy,2006
9907,Animation,2006
9969,Family,2006
9969,Comedy,2006
18239,Fantasy,2009
18239,Adventure,2009
18239,Drama,2009
18239,Romance,2009
808,Fantasy,2001
808,Adventure,2001
808,Family,2001
808,Comedy,2001
808,Animation,2001
38050,Science Fiction,2011
38050,Thriller,2011
38050,Romance,2011
8367,Adventure,1991
9390,Drama,1996
9390,Comedy,1996
9390,Romance,1996
72105,Fantasy,2012
72105,Comedy,2012
2898,Comedy,1997
2898,Romance,1997
10312,Drama,1998
10312,Comedy,1998
109443,Comedy,2013
2022,Comedy,2002
2022,Romance,2002
37686,Science Fiction,2011
37686,Thriller,2011
37686,Mystery,2011
462,Drama,2000
9919,Comedy,2003
9919,Romance,2003
187017,Action,2014
187017,Crime,2014
187017,Comedy,2014
628,Romance,1994
628,Horror,1994
10201,Comedy,2008
302699,Action,2016
302699,Comedy,2016
9441,Drama,1998
9441,Romance,1998
274167,Comedy,2015
224141,Fantasy,2014
224141,Comedy,2014
224141,Music,2014
388,Crime,2006
388,Drama,2006
388,Thriller,2006
2112,Action,1999
2112,Crime,1999
2112,Drama,1999
2112,Thriller,1999
10329,Action,1995
10329,Adventure,1995
10329,Drama,1995
10329,Science Fiction,1995
10329,Thriller,1995
10329,Mystery,1995
74465,Family,2011
74465,Drama,2011
74465,Comedy,2011
13811,Action,2009
13811,Adventure,2009
13811,Drama,2009
13811,Science Fiction,2009
13811,Thriller,2009
13811,Mystery,2009
6877,Comedy,2006
10320,Drama,2005
10320,Thriller,2005
10320,Horror,2005
50646,Drama,2011
50646,Comedy,2011
50646,Romance,2011
8920,Family,2004
8920,Comedy,2004
8920,Animation,2004
13673,Family,2004
13673,Comedy,2004
60308,Drama,2011
6950,Action,1995
6950,Drama,1995
6950,Science Fiction,1995
6950,Thriller,1995
225574,Action,2014
225574,Thriller,2014
225574,Mystery,2014
13836,Action,2009
13836,Fantasy,2009
13836,Adventure,2009
13836,Family,2009
13836,Science Fiction,2009
13836,Thriller,2009
752,Action,2006
752,Fantasy,2006
752,Thriller,2006
6038,Action,2003
6038,Adventure,2003
6038,Comedy,2003
6038,Western,2003
9975,Adventure,2006
9975,Family,2006
9975,Comedy,2006
9975,Animation,2006
11451,Fantasy,2005
11451,Adventure,2005
11451,Family,2005
11451,Comedy,2005
11451,Romance,2005
12103,Thriller,2001
60304,Action,2013
60304,Fantasy,2013
60304,Horror,2013
2251,Drama,2002
2251,Thriller,2002
46529,Action,2011
46529,Adventure,2011
46529,Science Fiction,2011
46529,Thriller,2011
231,Drama,2005
231,Thriller,2005
300671,Action,2016
300671,Drama,2016
300671,Thriller,2016
300671,History,2016
300671,War,2016
228326,Fantasy,2014
228326,Adventure,2014
228326,Family,2014
228326,Comedy,2014
228326,Animation,2014
228326,Romance,2014
9754,Thriller,2006
66,Crime,1997
66,Drama,1997
66,Thriller,1997
4421,Action,1997
4421,Drama,1997
2649,Drama,1997
2649,Thriller,1997
2649,Mystery,1997
588,Horror,2006
588,Mystery,2006
10393,Comedy,2000
71552,Comedy,2012
9631,Action,1998
9631,Crime,1998
9631,Adventure,1998
9631,Drama,1998
9631,Thriller,1998
9631,Mystery,1998
216282,Action,2014
216282,Thriller,2014
306,Action,1994
306,Crime,1994
306,Comedy,1994
928,Fantasy,1990
928,Comedy,1990
928,Horror,1990
205587,Drama,2014
6623,Action,1997
6623,Thriller,1997
1577,Action,2004
1577,Science Fiction,2004
1577,Horror,2004
9801,Comedy,2004
9801,Romance,2004
2116,Crime,2003
2116,Drama,2003
2116,Thriller,2003
9624,Action,1994
9624,Thriller,1994
14199,Adventure,2005
14199,Family,2005
14199,Science Fiction,2005
1907,Adventure,2000
1907,Drama,2000
1907,Thriller,2000
1907,Romance,2000
4599,Drama,2004
4599,Comedy,2004
4599,Romance,2004
22832,Action,2009
22832,Crime,2009
22832,Thriller,2009
10390,Drama,1999
10390,Romance,1999
9879,Crime,1996
9879,Drama,1996
9879,Thriller,1996
38579,Family,2010
38579,Comedy,2010
44603,Fantasy,2010
44603,Drama,2010
11892,Crime,2002
11892,Drama,2002
11892,Thriller,2002
9691,Action,1995
9691,Crime,1995
9691,Adventure,1995
9691,Thriller,1995
1248,Crime,2007
1248,Drama,2007
1248,Thriller,2007
12220,Drama,1999
12220,Comedy,1999
12220,Romance,1999
72710,Action,2013
72710,Adventure,2013
72710,Science Fiction,2013
72710,Thriller,2013
72710,Romance,2013
10782,Action,2003
10782,Crime,2003
10782,Drama,2003
10782,Thriller,2003
10782,Mystery,2003
9573,Crime,2002
9573,Drama,2002
9573,Thriller,2002
9573,Mystery,2002
4959,Crime,2009
4959,Drama,2009
4959,Thriller,2009
10061,Action,1996
10061,Adventure,1996
10061,Science Fiction,1996
10061,Thriller,1996
10386,Fantasy,1999
10386,Adventure,1999
10386,Family,1999
10386,Science Fiction,1999
10386,Animation,1999
421,Adventure,2004
421,Drama,2004
421,Comedy,2004
316152,Action,2016
316152,Drama,2016
316152,Thriller,2016
316152,History,2016
316152,War,2016
11615,Crime,2003
11615,Drama,2003
11615,Thriller,2003
13498,Action,2005
13498,Comedy,2005
241554,Action,2015
241554,Crime,2015
241554,Drama,2015
241554,Thriller,2015
241554,Mystery,2015
2252,Crime,2007
2252,Thriller,2007
2252,Mystery,2007
11968,Action,2005
11968,Crime,2005
11968,Adventure,2005
11968,Thriller,2005
10047,Action,1999
10047,Adventure,1999
10047,Drama,1999
10047,History,1999
10047,War,1999
38319,Comedy,2011
69668,Drama,2011
69668,Thriller,2011
69668,Mystery,2011
9770,Action,1997
9770,Drama,1997
9770,Thriller,1997
11212,Action,1994
11212,Adventure,1994
11212,Family,1994
11212,Comedy,1994
10533,Drama,1995
10533,Romance,1995
10533,History,1995
38363,Drama,2010
38363,Thriller,2010
9923,Action,2005
9923,Crime,2005
11863,Action,1995
11863,Thriller,1995
11863,Romance,1995
11863,Mystery,1995
18501,Action,2009
18501,Science Fiction,2009
18501,Thriller,2009
109491,Fantasy,2013
109491,Drama,2013
109491,Romance,2013
9275,Crime,2002
9275,Drama,2002
9275,Thriller,2002
9275,Comedy,2002
329833,Comedy,2016
12634,Crime,2004
12634,Comedy,2004
10416,Drama,2000
10416,Science Fiction,2000
10416,Comedy,2000
10416,Romance,2000
47327,Action,2011
47327,Crime,2011
47327,Fantasy,2011
47327,Thriller,2011
15268,Action,2009
15268,Adventure,2009
15268,Science Fiction,2009
15268,Thriller,2009
10796,Action,2001
10796,Science Fiction,2001
10796,Thriller,2001
9548,Action,1990
9548,Crime,1990
9548,Thriller,1990
9548,Comedy,1990
9548,Mystery,1990
18947,Drama,2009
18947,Comedy,2009
1900,Crime,2000
1900,Drama,2000
1900,Thriller,2000
89,Action,1989
89,Adventure,1989
96724,Drama,2012
96724,Romance,2012
198184,Action,2015
198184,Crime,2015
198184,Science Fiction,2015
9481,Crime,1999
9481,Drama,1999
9481,Thriller,1999
9481,Mystery,1999
4547,Crime,2002
4547,Drama,2002
4547,Thriller,2002
53953,Horror,2006
6415,Action,1999
6415,Adventure,1999
6415,Comedy,1999
181283,Crime,2015
181283,Thriller,2015
9896,Adventure,2001
9896,Comedy,2001
167,Drama,2001
167,Science Fiction,2001
11232,Fantasy,2001
11232,Science Fiction,2001
11232,Comedy,2001
11232,Romance,2001
1636,Fantasy,2000
1636,Comedy,2000
1636,Romance,2000
2148,Crime,1984
2148,Drama,1984
2148,Romance,1984
2148,Music,1984
5176,Western,2007
260346,Action,2014
260346,Thriller,2014
1389,Crime,1998
1389,Comedy,1998
1389,Romance,1998
9894,Drama,1996
9894,Thriller,1996
9894,Comedy,1996
7504,Drama,1998
8592,Action,1990
8592,Crime,1990
8592,Adventure,1990
8592,Thriller,1990
8592,Comedy,1990
913,Crime,1999
913,Drama,1999
913,Romance,1999
11091,Drama,2001
11091,Comedy,2001
11091,Romance,2001
1368,Action,1982
1368,Adventure,1982
1368,Thriller,1982
1368,War,1982
593,Adventure,1972
593,Drama,1972
593,Science Fiction,1972
593,Mystery,1972
5393,Fantasy,2006
5393,Family,2006
5393,Science Fiction,2006
5393,Comedy,2006
5393,Animation,2006
9095,Drama,1996
9095,Thriller,1996
9095,Romance,1996
9095,Horror,1996
8874,Comedy,1997
8874,Romance,1997
11467,Comedy,2001
11467,Romance,2001
320,Crime,2002
320,Thriller,2002
320,Mystery,2002
199,Action,1996
199,Adventure,1996
199,Science Fiction,1996
199,Thriller,1996
20533,Action,2010
20533,Fantasy,2010
20533,Drama,2010
20533,Thriller,2010
20533,Western,2010
10684,Drama,1996
10684,Thriller,1996
10684,War,1996
10684,Mystery,1996
1624,Comedy,1997
325789,Crime,2016
325789,Drama,2016
325789,Thriller,2016
113464,Drama,1981
113464,History,1981
113464,War,1981
888,Fantasy,1994
888,Family,1994
888,Comedy,1994
82675,Action,2012
82675,Crime,2012
82675,Thriller,2012
4256,Comedy,2003
1493,Action,2000
1493,Crime,2000
1493,Comedy,2000
88751,Action,2008
88751,Adventure,2008
88751,Family,2008
88751,Science Fiction,2008
88751,Comedy,2008
11130,Family,2004
11130,Drama,2004
11130,Comedy,2004
11130,Romance,2004
9944,Crime,1993
9944,Drama,1993
9944,Thriller,1993
9944,Mystery,1993
10731,Crime,1994
10731,Drama,1994
10731,Thriller,1994
10731,Mystery,1994
7350,Drama,2007
7350,Comedy,2007
9869,Action,1992
9869,Crime,1992
9869,Drama,1992
9869,Thriller,1992
4379,Comedy,2005
4379,Romance,2005
146233,Crime,2013
146233,Drama,2013
146233,Thriller,2013
2034,Action,2001
2034,Crime,2001
2034,Drama,2001
2034,Thriller,2001
926,Family,1999
926,Science Fiction,1999
926,Comedy,1999
4248,Comedy,2001
64328,Family,2011
64328,Comedy,2011
64328,Music,2011
36647,Action,1998
36647,Horror,1998
7214,Drama,2005
1537,Action,2002
1537,Crime,2002
1537,Adventure,2002
1537,Thriller,2002
9360,Adventure,1997
9360,Thriller,1997
9360,Horror,1997
6282,Comedy,2000
508,Drama,2003
508,Comedy,2003
508,Romance,2003
9487,Adventure,1998
9487,Family,1998
9487,Comedy,1998
9487,Animation,1998
768,Thriller,2001
768,Horror,2001
768,Mystery,2001
2636,Action,1994
2636,Thriller,1994
10478,Drama,1996
10478,Comedy,1996
10478,Romance,1996
27983,Family,1968
27983,Drama,1968
27983,Comedy,1968
9981,Family,2005
9981,Comedy,2005
9981,Romance,2005
7453,Adventure,2005
7453,Family,2005
7453,Science Fiction,2005
7453,Comedy,2005
15045,Family,2004
15045,Drama,2004
15045,Comedy,2004
7737,Action,2007
7737,Science Fiction,2007
7737,Horror,2007
232672,Comedy,2014
17379,Adventure,2006
17379,Drama,2006
17379,Comedy,2006
8987,Action,1994
8987,Crime,1994
8987,Adventure,1994
8987,Thriller,1994
11359,Fantasy,1995
11359,Adventure,1995
11359,Family,1995
82525,Crime,2012
82525,Drama,2012
82525,Thriller,2012
9759,Action,2004
9759,Crime,2004
9759,Adventure,2004
9759,Thriller,2004
9486,Action,2003
9486,Adventure,2003
9486,Comedy,2003
9906,Fantasy,2006
9906,Adventure,2006
9906,Family,2006
9906,Comedy,2006
9906,Animation,2006
841,Action,1984
841,Adventure,1984
841,Science Fiction,1984
4688,Adventure,2007
4688,Drama,2007
4688,Romance,2007
4688,Music,2007
4148,Drama,2008
4148,Romance,2008
2207,Action,2006
2207,Crime,2006
2207,Adventure,2006
2207,Thriller,2006
9381,Action,2008
9381,Adventure,2008
9381,Science Fiction,2008
9381,Thriller,2008
9625,Action,1996
9625,Crime,1996
9625,Adventure,1996
9625,Drama,1996
9625,Thriller,1996
9304,Fantasy,1996
9304,Science Fiction,1996
9304,Comedy,1996
20856,Fantasy,2009
20856,Adventure,2009
20856,Family,2009
20856,Science Fiction,2009
20856,Comedy,2009
5955,Crime,2001
5955,Drama,2001
5955,Thriller,2001
5955,Mystery,2001
9899,Comedy,2005
9899,Music,2005
9826,Action,1996
9826,Adventure,1996
21355,Drama,2000
21355,Romance,2000
21355,Western,2000
10858,Drama,1995
10858,History,1995
11439,Thriller,2010
11439,Mystery,2010
9457,Action,1998
9457,Adventure,1998
9457,Science Fiction,1998
9457,Horror,1998
12412,Drama,2008
12412,War,2008
1494,Action,2006
1494,Fantasy,2006
1494,Drama,2006
13184,Action,2008
13184,Crime,2008
13184,Thriller,2008
2185,Action,2002
2185,Thriller,2002
2185,Comedy,2002
6639,Drama,2007
6639,Romance,2007
38153,Action,1997
38153,Thriller,1997
58233,Action,2011
58233,Crime,2011
58233,Adventure,2011
58233,Thriller,2011
58233,Comedy,2011
116977,Action,2012
116977,Family,2012
116977,Comedy,2012
116977,Animation,2012
68734,Drama,2012
68734,Thriller,2012
5503,Action,1993
5503,Crime,1993
5503,Adventure,1993
5503,Thriller,1993
5503,Mystery,1993
27573,Action,2010
819,Crime,1996
819,Drama,1996
819,Thriller,1996
1369,Action,1985
1369,Adventure,1985
1369,Thriller,1985
1369,War,1985
9623,Drama,1996
9623,Thriller,1996
10895,Family,1940
10895,Animation,1940
10935,Action,1980
10935,Drama,1980
10935,Western,1980
10935,History,1980
834,Action,2006
834,Fantasy,2006
834,Science Fiction,2006
834,Thriller,2006
228066,Drama,2015
228066,Science Fiction,2015
228066,Thriller,2015
711,Drama,2000
10468,Drama,2000
10468,Comedy,2000
10027,Action,2005
10027,Crime,2005
11812,Comedy,2002
11812,Romance,2002
37233,Drama,1993
37233,Thriller,1993
37233,Mystery,1993
37950,Drama,2010
27582,Action,2011
27582,Crime,2011
27582,Thriller,2011
64688,Action,2012
64688,Crime,2012
64688,Comedy,2012
509,Drama,1999
509,Comedy,1999
509,Romance,1999
7443,Family,2000
7443,Comedy,2000
7443,Animation,2000
5966,Comedy,2004
5966,Romance,2004
11066,Comedy,1992
11066,Romance,1992
136795,Action,2013
136795,Crime,2013
136795,Comedy,2013
8095,Drama,1963
8095,Romance,1963
8095,History,1963
87826,Comedy,2012
11560,Crime,2002
11560,Drama,2002
11560,Thriller,2002
11560,Mystery,2002
25189,Drama,1996
25189,Comedy,1996
25189,Romance,1996
2637,Drama,2002
2637,Horror,2002
2637,Mystery,2002
18480,Comedy,2009
709,Action,1989
709,Adventure,1989
709,Thriller,1989
49730,Fantasy,2011
49730,Thriller,2011
49730,Horror,2011
2749,Action,2001
2749,Crime,2001
2749,Thriller,2001
9607,Fantasy,1993
9607,Adventure,1993
9607,Family,1993
9607,Comedy,1993
1830,Crime,2005
1830,Drama,2005
1830,Thriller,2005
79,Action,2002
79,Adventure,2002
79,Drama,2002
79,History,2002
54054,Action,2012
54054,Crime,2012
54054,Comedy,2012
228967,Action,2014
228967,Comedy,2014
46528,Action,2010
46528,Fantasy,2010
46528,Adventure,2010
46528,Thriller,2010
46528,Western,2010
27936,Action,2009
27936,Crime,2009
27936,Comedy,2009
65,Drama,2002
280391,Adventure,2015
280391,Comedy,2015
280391,Animation,2015
9476,Action,2001
9476,Adventure,2001
9476,Drama,2001
9476,Romance,2001
10610,Action,2003
10610,Fantasy,2003
10610,Thriller,2003
10610,Comedy,2003
745,Drama,1999
745,Thriller,1999
745,Mystery,1999
49527,Action,2012
49527,Crime,2012
49527,Thriller,2012
73937,Comedy,2011
1885,Drama,1984
168672,Crime,2013
168672,Drama,2013
18240,Drama,2009
18240,Comedy,2009
18240,Romance,2009
10398,Crime,1999
10398,Drama,1999
10398,Thriller,1999
10398,Mystery,1999
165,Adventure,1989
165,Family,1989
165,Science Fiction,1989
165,Comedy,1989
240832,Action,2014
240832,Science Fiction,2014
216015,Drama,2015
216015,Thriller,2015
216015,Romance,2015
12279,Action,2003
12279,Adventure,2003
12279,Family,2003
12279,Science Fiction,2003
12279,Comedy,2003
1645,Crime,1996
1645,Drama,1996
1645,Thriller,1996
11007,Comedy,2003
193756,Action,2013
193756,Drama,2013
193756,Thriller,2013
193756,War,2013
11287,Comedy,1992
259693,Horror,2016
37799,Drama,2010
10184,Drama,2009
10184,Comedy,2009
10184,Romance,2009
4257,Comedy,2006
4234,Horror,2000
4234,Mystery,2000
196,Adventure,1990
196,Family,1990
196,Science Fiction,1990
196,Comedy,1990
257091,Comedy,2015
6114,Romance,1992
6114,Horror,1992
24803,Drama,2009
24803,Romance,2009
109410,Drama,2013
1213,Crime,1999
1213,Drama,1999
1213,Thriller,1999
100042,Comedy,2014
9036,Adventure,2006
9036,Family,2006
9036,Drama,2006
257211,Comedy,2015
323675,Action,2016
323675,Comedy,2016
9361,Action,1992
9361,Adventure,1992
9361,Drama,1992
9361,Romance,1992
9361,History,1992
9361,War,1992
1677,Drama,2004
1677,Music,2004
187,Action,2005
187,Crime,2005
187,Thriller,2005
7461,Action,2008
7461,Crime,2008
7461,Drama,2008
7461,Thriller,2008
16538,Comedy,2009
9889,Comedy,2001
9889,Romance,2001
820,Drama,1991
820,Thriller,1991
820,History,1991
11565,Crime,2006
11565,Comedy,2006
6073,Action,2001
6073,Crime,2001
6073,Comedy,2001
6073,Romance,2001
16996,Comedy,2009
193610,Comedy,2014
193610,Romance,2014
19912,Horror,2009
19912,Mystery,2009
296098,Drama,2015
296098,Thriller,2015
8007,Action,2001
8007,Drama,2001
8007,Thriller,2001
8007,War,2001
32823,Comedy,2010
4380,Drama,2004
4380,Comedy,2004
4380,Romance,2004
11551,Action,1998
11551,Fantasy,1998
11551,Adventure,1998
11551,Science Fiction,1998
11551,Comedy,1998
10336,Action,1997
10336,Fantasy,1997
10336,Adventure,1997
10336,Science Fiction,1997
10336,Thriller,1997
10336,Horror,1997
11362,Action,2002
11362,Adventure,2002
11362,Drama,2002
11362,Thriller,2002
50348,Crime,2011
50348,Drama,2011
50348,Thriller,2011
48138,Action,2011
48138,Thriller,2011
48138,Mystery,2011
1124,Drama,2006
1124,Thriller,2006
1124,Mystery,2006
227159,Comedy,2014
68179,Adventure,2013
68179,Family,2013
68179,Science Fiction,2013
68179,Comedy,2013
68179,Animation,2013
1579,Action,2006
1579,Adventure,2006
1579,Drama,2006
1579,Thriller,2006
708,Action,1987
708,Adventure,1987
708,Thriller,1987
34851,Action,2010
34851,Adventure,2010
34851,Science Fiction,2010
34851,Thriller,2010
9930,Crime,1986
9930,Drama,1986
9930,Thriller,1986
9930,Comedy,1986
9930,Romance,1986
1586,Thriller,2004
1586,Mystery,2004
2044,Drama,2006
2044,Romance,2006
2044,Mystery,2006
9913,Drama,2005
9913,Thriller,2005
9913,Horror,2005
9913,Mystery,2005
71864,Fantasy,2012
71864,Family,2012
71864,Drama,2012
71864,Comedy,2012
10761,Comedy,2008
10761,Romance,2008
209451,Drama,2014
209451,Music,2014
11975,Crime,1997
11975,Drama,1997
11975,Thriller,1997
4970,Thriller,2003
4970,Horror,2003
11831,Drama,1997
11831,History,1997
11831,Mystery,1997
9096,Adventure,1992
440,Action,2007
440,Fantasy,2007
440,Science Fiction,2007
440,Thriller,2007
440,Horror,2007
11011,Family,1994
11011,Comedy,1994
10641,Drama,2000
10641,Romance,2000
11172,Comedy,2007
11172,Romance,2007
11172,Music,2007
39513,Adventure,2011
39513,Science Fiction,2011
39513,Comedy,2011
82687,Comedy,2012
41446,Horror,2011
41446,Mystery,2011
8224,Crime,1999
8224,Thriller,1999
8224,Mystery,1999
10537,Drama,1991
10537,Music,1991
225886,Comedy,2014
10385,Drama,2000
10385,Comedy,2000
55779,Horror,2011
55779,Mystery,2011
10154,Crime,1999
10154,Comedy,1999
10154,Romance,1999
10647,Drama,2000
10647,Romance,2000
11431,Drama,2005
11431,Comedy,2005
11431,Romance,2005
8457,Comedy,2008
188161,Comedy,2014
188161,Western,2014
8850,Action,1994
8850,Fantasy,1994
8850,Adventure,1994
8850,Science Fiction,1994
8850,Thriller,1994
64685,Drama,2011
38357,Drama,2010
38357,Comedy,2010
38357,Romance,2010
10060,Drama,2005
11398,Action,2000
11398,Crime,2000
11398,Adventure,2000
1833,Drama,2005
