budget,genres,id,production_countries,release_date,revenue,runtime,title,vote_average,vote_count,main_genre
38000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",299687,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/14/16,109906372,112,The 5th Wave,5.6,1945,Adventure
37000000,"[{""id"": 18, ""name"": ""Drama""}]",312221,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/25/15,173567581,133,Creed,7.3,1915,Drama
37000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",23168,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/15/10,154026136,125,The Town,7,1468,Crime
40000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",76494,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/17/12,79700000,110,What to Expect When You're Expecting,5.8,594,Romance
37000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",4944,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",9/05/08,163720069,96,Burn After Reading,6.5,1222,Comedy
37000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",10488,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/03/08,100076342,96,Nim's Island,5.6,330,Adventure
38000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",96721,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",9/02/13,90247624,123,Rush,7.7,2277,Drama
37000000,"[{""id"": 18, ""name"": ""Drama""}]",334,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/08/99,48451803,188,Magnolia,7.5,825,Drama
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",23742,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/26/10,55583804,107,Cop Out,5.3,511,Action
38000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",259694,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/21/16,112343513,110,How to Be Single,5.9,1201,Comedy
37000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",62837,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/23/11,95404397,113,Dolphin Tale,6.7,163,Drama
37000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",8966,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/20/08,392616625,122,Twilight,5.8,3561,Adventure
36000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",8470,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/15/02,102244770,116,John Q,7,594,Drama
65000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",11001,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/17/99,117758500,93,Blue Streak,6.1,352,Action
37000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",138832,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/07/13,269994119,110,We're the Millers,6.8,2972,Comedy
36500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",16911,"[{""iso_3166_1"": ""RU"", ""name"": ""Russia""}]",12/18/08,21834845,115,The Inhabited Island,5.3,23,Action
36000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2163,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/02/97,50159144,95,Breakdown,6.6,198,Drama
36000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",36670,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/07/83,160000000,134,Never Say Never Again,5.8,338,Adventure
36000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",23048,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/26/10,64572262,101,Hot Tub Time Machine,6,894,Science Fiction
36000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}]",227735,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/12/14,52424533,107,Dolphin Tale 2,6.7,96,Family
42000000,"[{""id"": 53, ""name"": ""Thriller""}]",2155,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/25/00,32168970,124,Reindeer Games,5.4,173,Thriller
36000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",8409,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/04/03,44350926,109,A Man Apart,5.8,258,Action
37000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",222936,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/27/15,26250020,105,Aloha,5.2,692,Drama
0,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",31908,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/20/96,0,130,Ghosts of Mississippi,6.2,40,History
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10219,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/22/99,0,127,Snow Falling on Cedars,6.3,32,Drama
37000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",48171,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""HU"", ""name"": ""Hungary""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",1/28/11,96047633,114,The Rite,5.8,556,Drama
36000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",782,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/07/97,12532777,106,Gattaca,7.5,1808,Thriller
36000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",75531,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/28/00,3003296,95,Isn't She Great,4.6,14,Drama
37000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",11802,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/17/08,63800345,81,Space Chimps,5.2,99,Animation
0,"[{""id"": 35, ""name"": ""Comedy""}]",9776,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/01/03,0,95,Head of State,5.3,71,Comedy
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",18785,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/05/09,459270619,100,The Hangover,7.2,6173,Comedy
36000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",365222,"[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}]",12/19/15,156844753,105,Ip Man 3,6.5,379,Action
33000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}]",817,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/08/99,310940086,95,Austin Powers: The Spy Who Shagged Me,6.2,1011,Adventure
35000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",268,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/23/89,411348924,126,Batman,7,2096,Fantasy
0,"[{""id"": 18, ""name"": ""Drama""}]",45054,[],3/25/11,0,112,There Be Dragons,5.9,27,Drama
35000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",943,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/15/92,321731527,118,Lethal Weapon 3,6.4,811,Adventure
29000000,"[{""id"": 18, ""name"": ""Drama""}]",22881,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/20/09,309208309,129,The Blind Side,7.2,1597,Drama
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",10054,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/18/01,147934180,88,Spy Kids,5.5,867,Action
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",51540,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/08/11,117000000,98,Horrible Bosses,6.5,2277,Comedy
38000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 37, ""name"": ""Western""}]",44264,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/22/10,252276927,110,True Grit,7.2,1668,Drama
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",350,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/30/06,326551094,109,The Devil Wears Prada,7,3088,Comedy
35000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}]",152,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/06/79,139000000,132,Star Trek: The Motion Picture,6.2,530,Science Fiction
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",109431,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/07/13,173965010,111,Identity Thief,5.6,1645,Comedy
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",1598,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/15/91,182300000,128,Cape Fear,7,675,Crime
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",8065,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/27/08,69823199,123,21,6.5,1375,Drama
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",271718,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/17/15,140795793,125,Trainwreck,5.9,1181,Comedy
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",11638,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/25/05,68915888,105,Guess Who,5.5,225,Comedy
27000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",409,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/14/96,231976425,162,The English Patient,7,542,Drama
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2118,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/19/97,126216940,138,L.A. Confidential,7.7,1310,Crime
35000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",11459,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/29/05,86369815,100,Sky High,5.8,550,Adventure
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",10806,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/10/97,0,90,In & Out,6.3,177,Comedy
35000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",9348,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/07/95,113374103,108,Species,5.5,453,Science Fiction
1800000,"[{""id"": 27, ""name"": ""Horror""}]",377,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/14/84,25504513,91,A Nightmare on Elm Street,7.2,1180,Horror
33000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",8843,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/17/00,104155843,107,The Cell,6,436,Horror
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",9313,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/12/98,0,132,The Man in the Iron Mask,6.3,1018,Action
35000000,"[{""id"": 18, ""name"": ""Drama""}]",39486,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/20/10,60251371,123,Secretariat,6.8,103,Drama
34000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1273,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/23/07,95608995,90,TMNT,6,345,Adventure
32000000,"[{""id"": 18, ""name"": ""Drama""}]",13920,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/24/03,52277485,109,Radio,6.8,141,Drama
35000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",50544,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/21/11,150483765,109,Friends with Benefits,6.5,2237,Romance
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",325133,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/04/16,108758521,91,Neighbors 2: Sorority Rising,5.6,1462,Comedy
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",140823,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/16/13,112544580,125,Saving Mr. Banks,7.3,1226,Comedy
34000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",1883,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/18/92,48169908,202,Malcolm X,7.2,370,Drama
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",89492,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/20/12,88058786,134,This Is 40,5.6,896,Comedy
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",22949,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/24/09,92219310,88,Old Dogs,5.2,210,Comedy
35000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",12437,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/22/09,91353501,92,Underworld: Rise of the Lycans,6.2,1428,Fantasy
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",2959,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/04/07,69307224,91,License to Wed,5.2,253,Comedy
0,"[{""id"": 35, ""name"": ""Comedy""}]",9957,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/07/06,0,80,The Benchwarmers,5.2,242,Comedy
30000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",11648,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/21/05,58405313,98,Must Love Dogs,5.8,140,Comedy
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",9366,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/27/97,41954997,127,Donnie Brasco,7.4,1147,Crime
33000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",1576,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/15/02,102984862,100,Resident Evil,6.4,2065,Horror
10700000,"[{""id"": 27, ""name"": ""Horror""}]",609,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/04/82,122200000,114,Poltergeist,7,794,Horror
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",5516,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/25/04,0,104,The Ladykillers,6,415,Comedy
35000000,"[{""id"": 28, ""name"": ""Action""}]",13051,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",10/15/08,85416905,100,Max Payne,5.2,613,Action
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",49530,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/27/11,173930596,109,In Time,6.7,3417,Action
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",34806,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/23/10,77477008,106,The Back-Up Plan,5.7,458,Comedy
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",49022,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/05/11,59901913,112,Something Borrowed,5.9,296,Comedy
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",11469,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/21/01,0,95,Black Knight,5.1,287,Adventure
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",23479,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/07/76,35323292,102,The Bad News Bears,6.9,97,Comedy
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",11667,"[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/22/94,99423521,102,Street Fighter,4.1,325,Action
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",423,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""PL"", ""name"": ""Poland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",9/24/02,120072577,150,The Pianist,8,1864,Drama
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2447,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/01/06,0,101,The Nativity Story,6.4,35,Drama
40000000,"[{""id"": 27, ""name"": ""Horror""}]",10066,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/30/05,68766121,113,House of Wax,5.5,677,Horror
27000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2288,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/01/04,115505027,104,Closer,6.7,811,Drama
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 36, ""name"": ""History""}]",88794,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/09/11,84606030,137,J. Edgar,6,741,Drama
35000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",13515,"[{""iso_3166_1"": ""RO"", ""name"": ""Romania""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/15/08,72436439,110,Mirrors,6,485,Horror
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]",11979,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/10/02,45479110,101,Queen of the Damned,5.4,239,Drama
35000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",169,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/20/90,57120318,108,Predator 2,5.9,730,Science Fiction
35000000,"[{""id"": 18, ""name"": ""Drama""}]",8090,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/22/08,32483410,101,Untraceable,5.9,238,Drama
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",11622,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/12/99,40263020,112,Blast from the Past,6.3,245,Comedy
35000000,"[{""id"": 878, ""name"": ""Science Fiction""}]",3604,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/01/80,27107960,111,Flash Gordon,6.1,233,Science Fiction
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",9541,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/25/04,36098382,102,Jersey Girl,5.8,325,Comedy
45000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",94348,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/18/12,30353232,101,Alex Cross,5.1,300,Action
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",8197,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/21/97,25105255,155,Midnight in the Garden of Good and Evil,6.3,157,Crime
8900000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",336004,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/13/15,4100000,93,Heist,5.6,318,Crime
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",35019,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",3/26/10,93246388,109,Nanny McPhee and the Big Bang,6,436,Comedy
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 36, ""name"": ""History""}]",10410,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/25/92,0,140,Hoffa,6.1,81,Crime
30000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",8836,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/24/08,68369434,104,The X Files: I Want to Believe,5.5,523,Drama
31000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",14442,"[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",4/09/04,27388767,96,Ella Enchanted,5.9,437,Family
35000000,"[{""id"": 18, ""name"": ""Drama""}]",321741,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",11/12/15,50363790,123,Concussion,7,823,Drama
35000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}]",59965,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/22/11,82087155,106,Abduction,5.6,961,Thriller
35000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",14175,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",3/25/05,19478106,76,Valiant,5.2,235,Animation
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",11004,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/22/00,0,111,Wonder Boys,6.9,161,Comedy
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",11918,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/27/08,25871834,85,Superhero Movie,4.9,379,Action
