title,id,genre,release_date,budget,revenue,vote_average
Eagle Eye,13027,Mystery,2008,80000000,178066569,6.3
Cold Mountain,2289,Drama,2003,79000000,173013509,6.7
The Book of Eli,20504,Action,2010,80000000,157107755,6.6
Flubber,9574,Comedy,1997,80000000,177977226,5.3
The Haunting,11618,Horror,1999,80000000,91188905,5.2
Space Jam,2300,Animation,1996,80000000,250200000,6.5
The Day the Earth Stood Still,10200,Drama,2008,80000000,233093859,5.2
Conspiracy Theory,8834,Action,1997,75000000,136982834,6.5
Fury,228150,War,2014,68000000,211817906,7.4
Six Days Seven Nights,6068,Action,1998,70000000,164000000,5.6
Yogi Bear,41515,Comedy,2010,80000000,201584141,5.2
Spirit: Stallion of the Cimarron,9023,Western,2002,80000000,122563539,7.4
Zookeeper,38317,Comedy,2011,80000000,169852759,5.3
Lost in Space,2157,Adventure,1998,80000000,136159423,5.0
The Manchurian Candidate,14462,Drama,2004,80000000,96105964,6.2
Hotel Transylvania 2,159824,Animation,2015,80000000,473226958,6.7
Fantasia 2000,49948,Animation,1999,80000000,90874570,7.0
The Time Machine,2135,Science Fiction,2002,80000000,123729176,5.8
Swordfish,9705,Action,2001,102000000,147080413,6.1
The Legend of Zorro,1656,Action,2005,75000000,142400065,5.9
What Dreams May Come,12159,Drama,1998,85000000,71485043,6.8
The Brothers Grimm,4442,Adventure,2005,88000000,105316267,5.6
Mars Attacks!,75,Comedy,1996,70000000,101371017,6.1
Surrogates,19959,Action,2009,80000000,122444772,5.9
Thirteen Days,11973,Drama,2000,80000000,34566746,6.9
Daylight,11228,Action,1996,80000000,159212469,5.8
Walking With Dinosaurs,77951,Animation,2013,80000000,126546518,5.2
Battlefield Earth,5491,Action,2000,44000000,21400000,3.0
Looney Tunes: Back in Action,10715,Animation,2003,80000000,68514844,5.6
Nine,10197,Drama,2009,80000000,53825515,5.1
Timeline,9562,Action,2003,80000000,19480739,5.4
The Postman,9922,Drama,1997,80000000,17626234,6.1
Babe: Pig in the City,9447,Adventure,1998,90000000,69131860,5.2
The Last Witch Hunter,274854,Fantasy,2015,90000000,146936910,5.7
Red Planet,8870,Thriller,2000,80000000,33463969,5.4
Arthur and the Invisibles,9992,Adventure,2006,86000000,107944236,6.0
A Sound of Thunder,10077,Thriller,2005,80000000,5989640,4.8
Pompeii,76649,Action,2014,130000000,117831631,5.2
A Beautiful Mind,453,Drama,2001,60000000,313542341,7.7
The Lion King,8587,Family,1994,45000000,788241776,8.0
Journey 2: The Mysterious Island,72545,Adventure,2012,79000000,355692760,5.8
Cloudy with a Chance of Meatballs 2,109451,Animation,2013,78000000,248384621,6.4
Red Dragon,9533,Crime,2002,78000000,209196298,6.7
Hidalgo,2023,Western,2004,100000000,108103450,6.5
Jack and Jill,71880,Comedy,2011,79000000,149673788,4.1
2 Fast 2 Furious,584,Action,2003,76000000,236350661,6.2
The Little Prince,309809,Adventure,2015,64000000,97571250,7.6
The Invasion,4858,Science Fiction,2007,80000000,15071514,5.7
The Adventures of Rocky & Bullwinkle,17711,Action,2000,76000000,35134820,3.9
The Secret Life of Pets,328111,Animation,2016,75000000,875958308,5.9
The League of Extraordinary Gentlemen,8698,Fantasy,2003,78000000,179265204,5.7
Despicable Me 2,93456,Animation,2013,76000000,970761885,7.0
Independence Day,602,Action,1996,75000000,816969268,6.7
The Lost World: Jurassic Park,330,Adventure,1997,73000000,229074524,6.2
Madagascar,953,Family,2005,75000000,532680671,6.6
Children of Men,9693,Drama,2006,76000000,69959751,7.4
X-Men,36657,Adventure,2000,75000000,296339527,6.8
Wanted,8909,Action,2008,75000000,258270008,6.4
The Rock,9802,Action,1996,75000000,335062621,6.9
Ice Age: The Meltdown,950,Animation,2006,80000000,660940780,6.5
50 First Dates,1824,Comedy,2004,75000000,196482882,6.6
Hairspray,2976,Family,2007,50000000,90450008,6.5
Exorcist: The Beginning,11026,Horror,2004,80000000,78000586,4.7
Now You See Me,75656,Thriller,2013,75000000,117698894,7.3
Grown Ups,38365,Comedy,2010,80000000,271430189,6.0
The Terminal,594,Comedy,2004,60000000,219417255,7.0
Hotel for Dogs,15189,Comedy,2009,35000000,73034460,5.7
Vertical Limit,11678,Action,2000,75000000,215663859,5.9
Charlie Wilson's War,6538,Comedy,2007,75000000,119000410,6.5
Shark Tale,10555,Animation,2004,75000000,367275019,5.8
Dreamgirls,1125,Drama,2006,70000000,154937680,6.6
Be Cool,4551,Comedy,2005,53000000,95226116,5.4
Munich,612,Drama,2005,70000000,130358911,6.9
Tears of the Sun,9567,Action,2003,70000000,85632458,6.4
Killers,37821,Action,2010,75000000,98159963,5.7
The Man from U.N.C.L.E.,203801,Comedy,2015,75000000,108145109,7.1
Spanglish,2539,Comedy,2004,80000000,55041367,5.8
Monster House,9297,Animation,2006,75000000,140175006,6.3
Bandits,3172,Action,2001,75000000,67631903,6.2
First Knight,6520,Action,1995,55000000,127600435,5.9
Immortals,37958,Fantasy,2011,75000000,226904017,5.7
Hostage,2026,Mystery,2005,52000000,77944725,6.2
Titan A.E.,7450,Animation,2000,75000000,36754634,6.3
Hollywood Homicide,11375,Action,2003,75000000,51142659,5.0
Soldier,9425,Action,1998,75000000,14567883,6.1
Monkeybone,23685,Adventure,2001,75000000,5409517,4.3
Flight of the Phoenix,11866,Action,2004,45000000,21009180,5.7
Unbreakable,9741,Science Fiction,2000,75000000,248118121,6.9
Minions,211672,Family,2015,74000000,1156730962,6.4
Sucker Punch,23629,Action,2011,82000000,89792502,5.9
Snake Eyes,8688,Crime,1998,73000000,103891409,5.8
Sphere,10153,Science Fiction,1998,75000000,13100000,5.8
The Angry Birds Movie,153518,Family,2016,73000000,349779543,5.9
Fool's Gold,8676,Romance,2008,70000000,111231041,5.4
Funny People,20829,Comedy,2009,75000000,61458982,5.7
The Kingdom,4349,Thriller,2007,70000000,86658558,6.5
Talladega Nights: The Ballad of Ricky Bobby,9718,Comedy,2006,72500000,162966177,6.2
Dr. Dolittle 2,10808,Comedy,2001,70000000,176104344,4.9
Braveheart,197,Action,1995,72000000,210000000,7.7
Jarhead,25,Drama,2005,72000000,96889998,6.6
The Simpsons Movie,35,Animation,2007,75000000,527068851,6.9
The Majestic,11086,Drama,2001,72000000,37317558,6.6
Driven,10477,Action,2001,94000000,54744738,4.5
Two Brothers,1997,Adventure,2004,74500000,62172050,6.9
The Village,6947,Drama,2004,60000000,256697520,6.2
Doctor Dolittle,3050,Comedy,1998,71000000,294456605,5.4
Signs,2675,Drama,2002,72000000,408247917,6.4
Shrek 2,809,Adventure,2004,150000000,919838758,6.7
Cars,920,Animation,2006,120000000,461983149,6.6
Runaway Bride,4806,Comedy,1999,70000000,309457509,5.7
xXx,7451,Action,2002,70000000,277448382,5.8
The SpongeBob Movie: Sponge Out of Water,228165,Animation,2015,74000000,311594032,5.8
Ransom,3595,Action,1996,80000000,309492681,6.4
Inglourious Basterds,16869,Drama,2009,70000000,319131050,7.9
Hook,879,Adventure,1991,70000000,300854823,6.6
Die Hard 2,1573,Action,1990,70000000,240031094,6.6
S.W.A.T.,9257,Action,2003,80000000,116643346,5.8
Vanilla Sky,1903,Drama,2001,68000000,203388341,6.5
Lady in the Water,9697,Drama,2006,75000000,42285169,5.3
AVP: Alien vs. Predator,395,Adventure,2004,70000000,171183863,5.5
Alvin and the Chipmunks: The Squeakquel,23398,Comedy,2009,75000000,443140005,5.4
We Were Soldiers,10590,Action,2002,75000000,114660784,6.7
Olympus Has Fallen,117263,Action,2013,70000000,161025640,6.2
Star Trek: Insurrection,200,Science Fiction,1998,70000000,118000000,6.3
Battle: Los Angeles,44943,Action,2011,70000000,202466756,5.5
Big Fish,587,Adventure,2003,70000000,122919055,7.6
War Horse,57212,Drama,2011,66000000,177584879,7.0
The Monuments Men,152760,War,2014,70000000,154984035,5.8
The Abyss,2756,Adventure,1989,70000000,90000098,7.1
Wall Street: Money Never Sleeps,33909,Drama,2010,70000000,134748021,5.8
Dracula Untold,49017,Horror,2014,70000000,215529201,6.2
The Siege,9882,Drama,1998,70000000,116672912,6.0
Stardust,2270,Adventure,2007,70000000,135560026,7.1
Seven Years in Tibet,978,Adventure,1997,70000000,131457682,7.0
The Dilemma,44564,Comedy,2011,70000000,67112664,5.2
Bad Company,3132,Action,2002,70000000,65977295,5.4
Doom,8814,Adventure,2005,60000000,55987321,5.0
I Spy,8427,Action,2002,70000000,33561137,5.2
Underworld: Awakening,52520,Fantasy,2012,70000000,160112671,6.1
Rock of Ages,80585,Comedy,2012,75000000,59418613,6.0
Hart's War,10592,Drama,2002,70000000,32287044,5.9
Killer Elite,49021,Action,2011,66000000,57777106,6.1
Ballistic: Ecks vs. Sever,10550,Action,2002,70000000,19924033,4.3
Hard Rain,11258,Thriller,1998,70000000,19870567,5.5
Osmosis Jones,12610,Adventure,2001,75000000,13596911,5.9
Legends of Oz: Dorothy's Return,59981,Animation,2013,70000000,18662027,5.9
Blackhat,201088,Crime,2015,70000000,17752940,5.1
Sky Captain and the World of Tomorrow,5137,Mystery,2004,70000000,57958696,5.7
Basic Instinct 2,3093,Crime,2006,70000000,38629478,4.6
Escape Plan,107846,Action,2013,50000000,122915111,6.7
The Legend of Hercules,188207,Action,2014,70000000,61279452,4.4
The Sum of All Fears,4614,Thriller,2002,68000000,193000000,5.9
The Twilight Saga: Eclipse,24021,Adventure,2010,68000000,698491347,5.8
The Score,11371,Action,2001,68000000,71069884,6.7
Despicable Me,20352,Animation,2010,69000000,543513985,7.1
Money Train,11517,Action,1995,60000000,35431113,5.4
Ted 2,214756,Comedy,2015,68000000,217022588,6.2
Agora,26428,Adventure,2009,70000000,39041505,6.9
Mystery Men,9824,Adventure,1999,68000000,29762011,5.7
Hall Pass,48988,Comedy,2011,36000000,83160734,5.4
The Insider,9008,Drama,1999,90000000,60289912,7.3
The Finest Hours,300673,Action,2016,80000000,52099090,6.3
Body of Lies,12113,Action,2008,70000000,113280098,6.5
Dinner for Schmucks,38778,Comedy,2010,69000000,86387857,5.5
Abraham Lincoln: Vampire Hunter,72331,Action,2012,69000000,112265139,5.5
Entrapment,1844,Romance,1999,66000000,212404396,6.0
The X Files,846,Mystery,1998,66000000,189198313,6.6
The Last Legion,9703,Action,2007,67000000,25303038,5.0
Saving Private Ryan,857,Drama,1998,70000000,481840909,7.9
Need for Speed,136797,Action,2014,66000000,203277636,6.1
What Women Want,3981,Comedy,2000,70000000,374111707,6.1
Ice Age,425,Animation,2002,59000000,383257136,7.1
Dreamcatcher,6171,Drama,2003,68000000,75715436,5.3
Lincoln,72976,History,2012,65000000,275293450,6.7
The Matrix,603,Action,1999,63000000,463517383,7.9
Apollo 13,568,Drama,1995,52000000,355237933,7.3
The Santa Clause 2,9021,Fantasy,2002,65000000,172855065,5.5
Les Misérables,82695,Drama,2012,61000000,441809770,7.1
You've Got Mail,9489,Comedy,1998,65000000,250821495,6.3
Step Brothers,12133,Comedy,2008,65000000,128107642,6.5
The Mask of Zorro,9342,Action,1998,95000000,250288523,6.3
Due Date,41733,Comedy,2010,65000000,211780824,6.2
Unbroken,227306,Drama,2014,65000000,163442937,7.3
Space Cowboys,5551,Action,2000,65000000,128884132,6.3
Cliffhanger,9350,Action,1993,70000000,255000211,6.1
Broken Arrow,9208,Action,1996,50000000,150270147,5.7
The Kid,4244,Fantasy,2000,65000000,69700000,6.0
World Trade Center,1852,Drama,2006,63000000,162945894,5.9
The Dictator,76493,Comedy,2012,65000000,179379533,5.9
Eyes Wide Shut,345,Mystery,1999,65000000,162091208,7.1
Annie,196867,Comedy,2014,65000000,133821816,6.0
Focus,256591,Romance,2015,50100000,153962963,6.7
This Means War,59962,Action,2012,65000000,156974557,5.9
Blade: Trinity,36648,Science Fiction,2004,65000000,128905366,5.7
Red Dawn,1880,Action,1984,4200000,38376497,6.4
Resident Evil: Retribution,71679,Action,2012,65000000,240159255,5.6
Death Race,10483,Action,2008,45000000,73762516,6.0
The Long Kiss Goodnight,11412,Crime,1996,65000000,89456761,6.5
Zathura: A Space Adventure,6795,Family,2005,65000000,64321501,6.1
Fight Club,550,Drama,1999,63000000,100853753,8.3
We Are Marshall,11170,Drama,2006,65000000,43545364,6.7
Hudson Hawk,9292,Action,1991,65000000,17218080,5.4
"I, Frankenstein",100241,Horror,2014,65000000,71154592,5.0
Oliver Twist,257,Crime,2005,50000000,42093706,6.7
Elektra,9947,Action,2005,43000000,56681566,4.8
Sin City: A Dame to Kill For,189,Crime,2014,65000000,39407616,6.3
Random Hearts,12618,Drama,1999,64000000,74608570,5.3
Everest,253412,Adventure,2015,55000000,203427584,6.7
Perfume: The Story of a Murderer,1427,Crime,2006,50000000,132180323,7.1
Austin Powers in Goldmember,818,Comedy,2002,63000000,296655431,5.9
Astro Boy,16577,Animation,2009,65000000,44091067,6.1
Jurassic Park,329,Adventure,1993,63000000,920100000,7.6
Wyatt Earp,12160,Drama,1994,63000000,25052000,6.5
Clear and Present Danger,9331,Action,1994,62000000,215887717,6.4
Dragon Blade,300168,Action,2015,65000000,121545703,5.9
Little Man,9072,Comedy,2006,64000000,101595121,5.3
U-571,3536,Action,2000,62000000,127666415,6.1
The American President,9087,Comedy,1995,62000000,107879496,6.5
The Love Guru,12177,Comedy,2008,62000000,41819064,4.3
3000 Miles to Graceland,12138,Action,2001,62000000,18720175,5.8
The Hateful Eight,273248,Crime,2015,44000000,155760117,7.6
Hop,50359,Animation,2011,63000000,183953723,5.5
300,1271,Action,2006,65000000,422610419,7.0
Meet the Fockers,693,Comedy,2004,80000000,516642939,6.1
Marley & Me,14306,Comedy,2008,60000000,244082376,6.9
The Green Mile,497,Fantasy,1999,60000000,284600000,8.2
Chicken Little,9982,Animation,2005,150000000,314432665,5.6
Gone Girl,210577,Mystery,2014,61000000,369330363,7.9
The Bourne Identity,2501,Action,2002,60000000,214034224,7.3
GoldenEye,710,Adventure,1995,58000000,352194034,6.6
The General's Daughter,2275,Crime,1999,60000000,149705852,6.1
The Truman Show,37165,Comedy,1998,60000000,264118201,7.8
The Prince of Egypt,9837,Adventure,1998,70000000,218613188,6.8
Daddy Day Care,10708,Comedy,2003,60000000,164433867,5.6
2 Guns,136400,Action,2013,61000000,131940411,6.6
Cats & Dogs,10992,Comedy,2001,60000000,93375151,5.0
The Italian Job,9654,Action,2003,60000000,176070171,6.6
Two Weeks Notice,2642,Romance,2002,60000000,93354918,5.9
Antz,8916,Adventure,1998,60000000,171757863,6.0
Couples Retreat,19899,Comedy,2009,70000000,171844840,5.3
Days of Thunder,2119,Adventure,1990,60000000,157920733,5.9
Cheaper by the Dozen 2,9641,Comedy,2005,60000000,129181830,5.7
Maze Runner: The Scorch Trials,294254,Action,2015,61000000,311256926,6.4
Eat Pray Love,38167,Drama,2010,60000000,204594016,5.8
RED,39514,Action,2010,58000000,71664962,6.6
Any Given Sunday,9563,Drama,1999,55000000,100230832,6.8
The Horse Whisperer,547,Drama,1998,60000000,186883563,6.7
Collateral,1538,Drama,2004,65000000,217764291,7.0
The Scorpion King,9334,Action,2002,60000000,165333180,5.3
Ladder 49,11128,Drama,2004,60000000,74541707,6.2
Jack Reacher,75780,Crime,2012,60000000,218340595,6.3
Deep Blue Sea,8914,Action,1999,60000000,73648228,5.6
Contagion,39538,Drama,2011,60000000,137551594,6.2
Coraline,14836,Animation,2009,60000000,124596398,7.3
The Happening,8645,Thriller,2008,60000000,163403799,4.9
Man on Fire,9509,Action,2004,70000000,130293714,7.3
The Shaggy Dog,10067,Comedy,2006,50000000,61112916,4.5
Starsky & Hutch,9384,Comedy,2004,60000000,170268750,5.6
Jingle All the Way,9279,Family,1996,60000000,129832389,5.5
Hellboy,1487,Fantasy,2004,66000000,99318987,6.5
A Civil Action,9422,Drama,1998,70000000,56702901,6.1
ParaNorman,77174,Family,2012,60000000,107139399,6.7
The Jackal,4824,Action,1997,60000000,159330280,6.1
Paycheck,9620,Action,2003,60000000,96269812,5.9
The Tale of Despereaux,10199,Adventure,2008,60000000,50877145,5.8
Under Siege 2: Dark Territory,3512,Action,1995,60000000,104324083,5.6
Jack Ryan: Shadow Recruit,137094,Action,2014,60000000,50549107,5.9
Joy,274479,Drama,2015,60000000,101134059,6.4
London Has Fallen,267860,Action,2016,60000000,205754447,5.8
Alien: Resurrection,8078,Science Fiction,1997,70000000,162000000,5.9
Shooter,7485,Action,2007,61000000,95696996,6.9
The Boxtrolls,170687,Animation,2014,60000000,108255770,6.6
Practical Magic,6435,Drama,1998,75000000,46683377,6.3
The Lego Movie,137106,Adventure,2014,60000000,469160692,7.5
Reign of Fire,6278,Adventure,2002,60000000,43061982,6.0
Gangster Squad,82682,Crime,2013,60000000,105200903,6.2
Year One,17610,Comedy,2009,60000000,62357900,4.6
Invictus,22954,Drama,2009,60000000,122233971,7.0
State of Play,16995,Action,2009,60000000,87784194,6.7
Duplicity,16558,Romance,2009,78146652,60000000,5.7
My Favorite Martian,9849,Comedy,1999,65000000,36850101,5.1
The Sentinel,5820,Action,2006,60000000,77920346,5.8
Planet 51,16866,Science Fiction,2009,70000000,104945765,5.6
Star Trek: Nemesis,201,Science Fiction,2002,60000000,67312826,6.1
Intolerable Cruelty,11775,Crime,2003,60000000,119940815,5.8
Edge of Darkness,12201,Crime,2010,80000000,74901339,6.2
The Relic,11015,Horror,1997,60000000,33956608,5.8
Analyze That,9932,Comedy,2002,60000000,55003135,5.7
Righteous Kill,13389,Action,2008,60000000,73174566,5.9
The Soloist,17332,Drama,2009,60000000,31720158,6.6
The Legend of Bagger Vance,4958,Fantasy,2000,80000000,39459427,6.3
Almost Famous,786,Drama,2000,60000000,47383689,7.4
xXx: State of the Union,11679,Action,2005,60000000,71073932,4.7
Priest,38321,Action,2011,60000000,78309131,5.4
Sinbad: Legend of the Seven Seas,14411,Family,2003,60000000,26288320,6.6
Event Horizon,8413,Horror,1997,60000000,26673242,6.5
Dragonfly,10052,Drama,2002,60000000,52322400,6.1
The Black Dahlia,9676,Drama,2006,50000000,49111202,5.7
Flyboys,9664,Action,2006,60000000,17800000,6.3
The Last Castle,2100,Action,2001,72000000,27642707,7.0
Supernova,10384,Horror,2000,90000000,14828081,4.9
Winter's Tale,137321,Drama,2014,60000000,30800231,6.0
The Mortal Instruments: City of Bones,123553,Action,2013,60000000,90565421,6.2
Meet Dave,11260,Comedy,2008,60000000,50650079,5.0
Dark Water,9009,Drama,2005,30000000,25473093,5.3
Inkheart,2309,Adventure,2008,60000000,57490374,6.0
The Spirit,8285,Action,2008,60000000,39031337,4.7
Mortdecai,210860,Comedy,2015,60000000,30418560,5.4
The Monkey King 2,381902,Action,2016,68490000,193677158,6.0
The Great Raid,13922,Action,2005,80000000,10166502,6.8
Deadpool,293660,Action,2016,58000000,783112979,7.4
American Sniper,190859,War,2014,58800000,542307423,7.4
Goosebumps,257445,Adventure,2015,58000000,158162788,6.2
Just Like Heaven,9007,Comedy,2005,58000000,102854431,6.5
The Flintstones in Viva Rock Vegas,889,Science Fiction,2000,83000000,59468275,4.4
Rambo III,1370,Action,1988,63000000,189015611,5.7
Leatherheads,4942,Comedy,2008,58000000,41299492,5.7
Did You Hear About the Morgans?,24438,Comedy,2009,58000000,85280250,5.1
The Internship,116741,Comedy,2013,58000000,44000000,6.1
Resident Evil: Afterlife,35791,Action,2010,60000000,300228084,5.8
Red Tails,72431,Drama,2012,58000000,50365377,5.9
The Devil's Advocate,1813,Drama,1997,57000000,152944660,7.2
That's My Boy,87428,Comedy,2012,70000000,58058367,5.5
DragonHeart,8840,Fantasy,1996,57000000,115267375,6.4
After the Sunset,10589,Action,2004,60000000,61347797,6.0
Ghost Rider: Spirit of Vengeance,71676,Action,2011,57000000,149217355,4.7
Captain Corelli's Mandolin,1722,Drama,2001,57000000,62112895,5.5
The Pacifier,10022,Action,2005,56000000,113006880,5.8
Walking Tall,11358,Adventure,2004,56000000,57223890,6.0
Forrest Gump,13,Comedy,1994,55000000,677945399,8.2
Alvin and the Chipmunks,6477,Comedy,2007,60000000,361366633,5.5
Meet the Parents,1597,Comedy,2000,55000000,330444045,6.6
Pocahontas,10530,Adventure,1995,55000000,346079773,6.7
Superman,1924,Action,1978,55000000,300218018,6.9
The Nutty Professor,9327,Fantasy,1996,54000000,128769345,5.4
Hitch,8488,Comedy,2005,70000000,368100420,6.4
American Wedding,8273,Comedy,2003,55000000,231449203,6.0
Captain Phillips,109424,Action,2013,55000000,95000000,7.6
Date Night,35056,Comedy,2010,55000000,152263880,5.9
Casper,8839,Fantasy,1995,50000000,287928194,6.0
The Equalizer,156022,Thriller,2014,55000000,192330738,7.1
Maid in Manhattan,7303,Comedy,2002,55000000,154906693,5.6
Crimson Tide,8963,Action,1995,53000000,157387195,7.0
The Pursuit of Happyness,1402,Drama,2006,55000000,307077295,7.7
Flightplan,9315,Thriller,2005,55000000,223387299,6.1
Disclosure,8984,Drama,1994,55000000,214015089,5.9
City of Angels,795,Drama,1998,55000000,198685114,6.4
Kill Bill: Vol. 1,24,Action,2003,30000000,180949000,7.7
Kill Bill: Vol. 2,393,Action,2004,30000000,152159461,7.6
Tango & Cash,9618,Action,1989,55000000,63408614,6.1
Death Becomes Her,9374,Fantasy,1992,55000000,149022650,6.3
Shanghai Noon,8584,Adventure,2000,55000000,56932305,6.2
Executive Decision,2320,Action,1996,55000000,121969216,5.8
Mr. Popper's Penguins,58224,Comedy,2011,55000000,187361754,5.7
The Forbidden Kingdom,1729,Action,2008,55000000,127906624,6.3
Free Birds,175574,Animation,2013,55000000,110000000,5.7
Alien³,8077,Science Fiction,1992,50000000,159773545,6.2
Evita,8818,History,1996,55000000,141047179,5.9
Ronin,8195,Action,1998,55000000,41610884,6.7
The Ghost and the Darkness,10586,Adventure,1996,50000000,75000000,6.4
Paddington,116149,Family,2014,55000000,259207227,7.0
The Watch,80035,Comedy,2012,68000000,68267862,5.3
The Hunted,10632,Drama,2003,55000000,34234008,6.0
Stuck on You,1792,Comedy,2003,55000000,33828318,5.1
The Pirates! In an Adventure with Scientists!,72197,Animation,2012,60000000,118338361,6.4
Changeling,3580,Crime,2008,55000000,113020255,7.3
Chain Reaction,12123,Action,1996,50000000,60209334,5.3
The Fan,9566,Drama,1996,55000000,18626419,5.7
The Phantom of the Opera,9833,Thriller,2004,70000000,154648887,7.0
Elizabeth: The Golden Age,4517,Drama,2007,55000000,74237563,6.6
Æon Flux,8202,Action,2005,62000000,52304001,5.4
Gods and Generals,16072,Drama,2003,56000000,12923936,6.1
Turbulence,34314,Action,1997,55000000,11466088,5.2
Muppets Most Wanted,145220,Comedy,2014,50000000,80383290,6.2
Thunderbirds,14623,Action,2004,57000000,28283637,4.2
Burlesque,42297,Drama,2010,55000000,89519773,6.9
Lolita,802,Drama,1962,2000000,9250000,7.3
D-Tox,10375,Action,2002,55000000,6416302,5.3
Blade II,36586,Fantasy,2002,54000000,155010032,6.2
Seven Pounds,11321,Drama,2008,55000000,168167691,7.5
Bullet to the Head,70074,Action,2013,55000000,9489829,5.2
The Godfather: Part III,242,Crime,1990,54000000,136766062,7.1
Elizabethtown,9621,Comedy,2005,57000000,52034889,6.1
"You, Me and Dupree",1819,Comedy,2006,54000000,130431368,5.4
Superman II,8536,Action,1980,54000000,190458706,6.5
Gigli,8046,Drama,2003,54000000,7266209,3.5
All the King's Men,1717,Drama,2006,55000000,9450897,5.7
Shaft,479,Action,2000,46000000,107196498,5.5
Anastasia,9444,Animation,1997,53000000,139804348,7.4
Moulin Rouge!,824,Drama,2001,52500000,179213434,7.4
Domestic Disturbance,11456,Mystery,2001,75000000,54249294,5.4
Black Mass,261023,Crime,2015,53000000,98837872,6.3
Flags of Our Fathers,3683,War,2006,90000000,65900249,6.7
Law Abiding Citizen,22803,Drama,2009,53000000,126690726,7.2
Grindhouse,285923,Thriller,2007,67000000,25037897,6.8
Catch Me If You Can,640,Drama,2002,52000000,352114312,7.7
Zero Dark Thirty,97630,Thriller,2012,40000000,132820716,6.7
The Break-Up,9767,Romance,2006,52000000,204999686,5.6
Mamma Mia!,11631,Comedy,2008,52000000,609841637,6.4
Valentine's Day,32856,Comedy,2010,52000000,216485654,5.7
The Dukes of Hazzard,6519,Action,2005,50000000,110803676,5.1
The Thin Red Line,8741,Drama,1998,52000000,98126565,7.2
The Change-Up,49520,Comedy,2011,52000000,75450437,5.9
Man on the Moon,1850,Comedy,1999,82000000,47434430,6.9
Casino,524,Drama,1995,52000000,116112375,7.8
From Paris with Love,26389,Action,2010,52000000,52826594,6.1
"Me, Myself & Irene",2123,Comedy,2000,51000000,149270999,6.1
Barnyard,9907,Animation,2006,51000000,72779000,5.3
The Twilight Saga: New Moon,18239,Adventure,2009,50000000,709827462,5.6
Shrek,808,Adventure,2001,60000000,484409218,7.3
The Adjustment Bureau,38050,Science Fiction,2011,50200000,127869379,6.5
Robin Hood: Prince of Thieves,8367,Adventure,1991,48000000,390493908,6.6
Jerry Maguire,9390,Comedy,1996,50000000,273552592,6.7
Ted,72105,Comedy,2012,50000000,549368315,6.3
As Good as It Gets,2898,Comedy,1997,50000000,314178011,7.2
Patch Adams,10312,Comedy,1998,50000000,202292902,7.0
Anchorman 2: The Legend Continues,109443,Comedy,2013,50000000,173649015,6.0
Mr. Deeds,2022,Comedy,2002,50000000,171269535,5.6
Super 8,37686,Thriller,2011,50000000,260095987,6.6
Erin Brockovich,462,Drama,2000,52000000,256271286,7.1
How to Lose a Guy in 10 Days,9919,Comedy,2003,50000000,177371441,6.3
22 Jump Street,187017,Crime,2014,50000000,188441614,7.0
Interview with the Vampire,628,Horror,1994,60000000,223664608,7.2
Yes Man,10201,Comedy,2008,70000000,225990978,6.4
Central Intelligence,302699,Action,2016,50000000,216972543,6.2
Daddy's Home,274167,Comedy,2015,50000000,242786137,5.8
Into the Woods,224141,Fantasy,2014,50000000,212902372,5.6
Inside Man,388,Crime,2006,45000000,184376254,7.3
Payback,2112,Drama,1999,90000000,161626121,6.7
Congo,10329,Action,1995,50000000,152022101,5.0
We Bought a Zoo,74465,Drama,2011,50000000,120081841,6.5
Knowing,13811,Action,2009,50000000,155446362,5.9
Failure to Launch,6877,Comedy,2006,50000000,88715192,5.5
The Ring Two,10320,Drama,2005,50000000,161451538,5.4
"Crazy, Stupid, Love.",50646,Comedy,2011,50000000,142851197,7.0
Garfield,8920,Animation,2004,50000000,200804534,5.2
Moneyball,60308,Drama,2011,50000000,110206216,7.0
Outbreak,6950,Action,1995,50000000,189859560,6.3
Non-Stop,225574,Action,2014,50000000,222809600,6.8
Race to Witch Mountain,13836,Adventure,2009,50000000,106303988,5.5
V for Vendetta,752,Action,2006,54000000,132511035,7.7
Shanghai Knights,6038,Action,2003,50000000,88323487,6.0
Curious George,9975,Adventure,2006,50000000,69834815,6.2
Herbie Fully Loaded,11451,Comedy,2005,50000000,66002004,5.1
Don't Say a Word,12103,Thriller,2001,50000000,100020092,6.0
Hansel & Gretel: Witch Hunters,60304,Fantasy,2013,50000000,224803475,5.7
Unfaithful,2251,Thriller,2002,50000000,119137784,6.3
I Am Number Four,46529,Action,2011,50000000,144492830,5.9
Syriana,231,Drama,2005,50000000,94000000,6.3
13 Hours: The Secret Soldiers of Benghazi,300671,Action,2016,50000000,69411370,7.0
The Book of Life,228326,Romance,2014,50000000,97437106,7.3
Firewall,9754,Thriller,2006,45000000,82800000,5.6
Absolute Power,66,Crime,1997,50000000,50068310,6.4
G.I. Jane,4421,Action,1997,50000000,48169156,6.0
The Game,2649,Drama,1997,50000000,109423648,7.5
Silent Hill,588,Horror,2006,50000000,97607453,6.3
American Reunion,71552,Comedy,2012,50000000,234989584,6.1
The Negotiator,9631,Action,1998,50000000,44547681,6.8
Into the Storm,216282,Action,2014,50000000,160602194,5.8
Beverly Hills Cop III,306,Action,1994,50000000,119208989,5.5
Gremlins 2: The New Batch,928,Comedy,1990,50000000,41482207,6.2
